order_id,customer_id,product_id,location_id,order_date,ship_date,shipping_id,sales,quantity,discount,profit
CA-2014-143336,ZD-21925,OFF-AR-10003056,19,2014-08-27,2014-09-01,1,8.56,2.0,0.0,2.48
CA-2014-143336,ZD-21925,TEC-PH-10001949,19,2014-08-27,2014-09-01,1,213.48,3.0,0.2,16.01
CA-2014-143336,ZD-21925,OFF-BI-10002215,19,2014-08-27,2014-09-01,1,22.72,4.0,0.2,7.38
CA-2016-137330,KB-16585,OFF-AR-10000246,22,2016-12-09,2016-12-13,2,19.46,7.0,0.0,5.06
CA-2016-137330,KB-16585,OFF-AP-10001492,22,2016-12-09,2016-12-13,2,60.34,7.0,0.0,15.69
US-2017-156909,SF-20065,FUR-CH-10002774,24,2017-07-16,2017-07-18,1,71.37,2.0,0.3,-1.02
CA-2015-106320,EB-13870,FUR-TA-10000577,25,2015-09-25,2015-09-30,2,1044.63,3.0,0.0,240.26
CA-2016-121755,EH-13945,OFF-BI-10001634,26,2016-01-16,2016-01-20,1,11.65,2.0,0.2,4.22
CA-2016-121755,EH-13945,TEC-AC-10003027,26,2016-01-16,2016-01-20,1,90.57,3.0,0.0,11.77
US-2015-150630,TB-21520,FUR-BO-10004834,24,2015-09-17,2015-09-21,2,3083.43,7.0,0.5,-1665.05
US-2015-150630,TB-21520,OFF-BI-10000474,24,2015-09-17,2015-09-21,2,9.62,2.0,0.7,-7.05
US-2015-150630,TB-21520,FUR-FU-10004848,24,2015-09-17,2015-09-21,2,124.2,3.0,0.2,15.53
US-2015-150630,TB-21520,OFF-EN-10001509,24,2015-09-17,2015-09-21,2,3.26,2.0,0.2,1.1
US-2015-150630,TB-21520,OFF-AR-10004042,24,2015-09-17,2015-09-21,2,86.3,6.0,0.2,9.71
US-2015-150630,TB-21520,OFF-BI-10001525,24,2015-09-17,2015-09-21,2,6.86,6.0,0.7,-5.72
US-2015-150630,TB-21520,OFF-AR-10001683,24,2015-09-17,2015-09-21,2,15.76,2.0,0.2,3.55
CA-2017-107727,MA-17560,OFF-PA-10000249,35,2017-10-19,2017-10-23,1,29.47,3.0,0.2,9.95
CA-2016-117590,GH-14485,TEC-PH-10004977,36,2016-12-08,2016-12-10,3,1097.54,7.0,0.2,123.47
CA-2016-117590,GH-14485,FUR-FU-10003664,36,2016-12-08,2016-12-10,3,190.92,5.0,0.6,-147.96
CA-2015-117415,SN-20710,OFF-EN-10002986,38,2015-12-27,2015-12-31,2,113.33,9.0,0.2,35.42
CA-2015-117415,SN-20710,FUR-BO-10002545,38,2015-12-27,2015-12-31,2,532.4,3.0,0.32,-46.98
CA-2015-117415,SN-20710,FUR-CH-10004218,38,2015-12-27,2015-12-31,2,212.06,3.0,0.3,-15.15
CA-2015-117415,SN-20710,TEC-PH-10000486,38,2015-12-27,2015-12-31,2,371.17,4.0,0.2,41.76
CA-2017-120999,LC-16930,TEC-PH-10004093,42,2017-09-10,2017-09-15,2,147.17,4.0,0.2,16.56
CA-2016-101343,RA-19885,OFF-ST-10003479,26,2016-07-17,2016-07-22,2,77.88,2.0,0.0,3.89
CA-2017-139619,ES-14080,OFF-ST-10003282,44,2017-09-19,2017-09-23,2,95.62,2.0,0.2,9.56
CA-2016-118255,ON-18715,TEC-AC-10000171,45,2016-03-11,2016-03-13,3,45.98,2.0,0.0,19.77
CA-2016-118255,ON-18715,OFF-BI-10003291,45,2016-03-11,2016-03-13,3,17.46,2.0,0.0,8.21
CA-2014-146703,PO-18865,OFF-ST-10001713,47,2014-10-20,2014-10-25,1,211.96,4.0,0.0,8.48
CA-2016-169194,LH-16900,TEC-AC-10002167,48,2016-06-20,2016-06-25,2,45.0,3.0,0.0,4.95
CA-2016-169194,LH-16900,TEC-PH-10003988,48,2016-06-20,2016-06-25,2,21.8,2.0,0.0,6.1
CA-2015-115742,DP-13000,OFF-BI-10004410,50,2015-04-18,2015-04-22,2,38.22,6.0,0.0,17.96
CA-2015-115742,DP-13000,OFF-LA-10002762,50,2015-04-18,2015-04-22,2,75.18,6.0,0.0,35.33
CA-2015-115742,DP-13000,FUR-FU-10001706,50,2015-04-18,2015-04-22,2,6.16,2.0,0.0,2.96
CA-2015-115742,DP-13000,FUR-CH-10003061,50,2015-04-18,2015-04-22,2,89.99,1.0,0.0,17.1
CA-2016-105816,JM-15265,OFF-FA-10000304,54,2016-12-11,2016-12-17,2,15.26,7.0,0.0,6.26
CA-2016-105816,JM-15265,TEC-PH-10002447,54,2016-12-11,2016-12-17,2,1029.95,5.0,0.0,298.69
CA-2016-111682,TB-21055,OFF-ST-10000604,56,2016-06-17,2016-06-18,3,208.56,6.0,0.0,52.14
CA-2016-111682,TB-21055,OFF-PA-10001569,56,2016-06-17,2016-06-18,3,32.4,5.0,0.0,15.55
CA-2016-111682,TB-21055,FUR-CH-10003968,56,2016-06-17,2016-06-18,3,319.41,5.0,0.1,7.1
CA-2016-111682,TB-21055,OFF-PA-10000587,56,2016-06-17,2016-06-18,3,14.56,2.0,0.0,6.99
CA-2016-111682,TB-21055,TEC-AC-10002167,56,2016-06-17,2016-06-18,3,30.0,2.0,0.0,3.3
CA-2016-111682,TB-21055,OFF-BI-10001460,56,2016-06-17,2016-06-18,3,48.48,4.0,0.2,16.36
CA-2016-111682,TB-21055,OFF-AR-10001868,56,2016-06-17,2016-06-18,3,1.68,1.0,0.0,0.84
CA-2015-135545,KM-16720,TEC-AC-10004633,63,2015-11-24,2015-11-30,2,13.98,2.0,0.0,6.15
CA-2015-135545,KM-16720,OFF-BI-10001078,63,2015-11-24,2015-11-30,2,25.82,6.0,0.2,9.36
CA-2015-135545,KM-16720,OFF-PA-10003892,63,2015-11-24,2015-11-30,2,146.73,3.0,0.0,68.96
CA-2015-135545,KM-16720,FUR-FU-10000397,63,2015-11-24,2015-11-30,2,79.76,4.0,0.0,22.33
US-2015-164175,PS-18970,FUR-CH-10001146,67,2015-04-30,2015-05-05,2,213.12,5.0,0.3,-15.22
CA-2014-106376,BS-11590,OFF-AR-10002671,68,2014-12-05,2014-12-10,2,1113.02,8.0,0.2,111.3
CA-2014-106376,BS-11590,TEC-PH-10002726,68,2014-12-05,2014-12-10,2,167.97,4.0,0.2,62.99
CA-2016-119823,KD-16270,OFF-PA-10000482,70,2016-06-04,2016-06-06,3,75.88,2.0,0.0,35.66
CA-2016-106075,HM-14980,OFF-BI-10004654,71,2016-09-18,2016-09-23,2,4.62,1.0,0.2,1.73
CA-2017-114440,TB-21520,OFF-PA-10004675,72,2017-09-14,2017-09-17,1,19.05,3.0,0.0,8.76
US-2015-134026,JE-15745,FUR-CH-10000513,73,2015-04-26,2015-05-02,2,831.94,8.0,0.2,-114.39
US-2015-134026,JE-15745,FUR-FU-10003708,73,2015-04-26,2015-05-02,2,97.04,2.0,0.2,1.21
US-2015-134026,JE-15745,OFF-ST-10004123,73,2015-04-26,2015-05-02,2,72.78,1.0,0.2,-18.2
US-2017-118038,KB-16600,OFF-BI-10004182,38,2017-12-09,2017-12-11,3,1.25,3.0,0.8,-1.93
US-2017-118038,KB-16600,FUR-FU-10000260,38,2017-12-09,2017-12-11,3,9.71,3.0,0.6,-5.82
US-2017-118038,KB-16600,OFF-ST-10000615,38,2017-12-09,2017-12-11,3,27.24,3.0,0.2,2.72
US-2014-147606,JE-15745,FUR-FU-10003194,79,2014-11-26,2014-12-01,1,19.3,5.0,0.6,-14.48
CA-2016-127208,SC-20770,OFF-AP-10002118,80,2016-06-12,2016-06-15,3,208.16,1.0,0.0,56.2
CA-2016-127208,SC-20770,OFF-BI-10002309,80,2016-06-12,2016-06-15,3,16.74,3.0,0.0,8.04
CA-2014-139451,DN-13690,OFF-AR-10002053,82,2014-10-12,2014-10-16,2,14.9,5.0,0.0,4.17
CA-2014-139451,DN-13690,OFF-ST-10002370,82,2014-10-12,2014-10-16,2,21.39,1.0,0.0,6.2
CA-2015-149734,JC-16105,OFF-EN-10000927,84,2015-09-03,2015-09-08,2,200.98,7.0,0.2,62.81
US-2017-119662,CS-12400,OFF-ST-10003656,85,2017-11-13,2017-11-16,3,230.38,3.0,0.2,-48.95
CA-2017-140088,PO-18865,FUR-CH-10000863,86,2017-05-28,2017-05-30,1,301.96,2.0,0.0,33.22
CA-2017-155558,PG-18895,TEC-AC-10001998,87,2017-10-26,2017-11-02,2,19.99,1.0,0.0,6.8
CA-2017-155558,PG-18895,OFF-LA-10000134,87,2017-10-26,2017-11-02,2,6.16,2.0,0.0,2.96
CA-2016-159695,GM-14455,OFF-ST-10003442,35,2016-04-05,2016-04-10,1,158.37,7.0,0.2,13.86
CA-2016-109806,JS-15685,OFF-AR-10004930,3,2016-09-17,2016-09-22,2,20.1,3.0,0.0,6.63
CA-2016-109806,JS-15685,TEC-PH-10004093,3,2016-09-17,2016-09-22,2,73.58,2.0,0.2,8.28
CA-2016-109806,JS-15685,OFF-PA-10000304,3,2016-09-17,2016-09-22,2,6.48,1.0,0.0,3.11
CA-2015-149587,KB-16315,OFF-PA-10003177,93,2015-01-31,2015-02-05,1,12.96,2.0,0.0,6.22
CA-2015-149587,KB-16315,FUR-FU-10003799,93,2015-01-31,2015-02-05,1,53.34,3.0,0.0,16.54
CA-2015-149587,KB-16315,OFF-BI-10002852,93,2015-01-31,2015-02-05,1,32.96,2.0,0.0,16.15
US-2017-109484,RB-19705,OFF-BI-10004738,96,2017-11-06,2017-11-12,2,5.68,1.0,0.7,-3.79
CA-2017-161018,PN-18775,FUR-FU-10000629,71,2017-11-09,2017-11-11,1,96.53,7.0,0.0,40.54
CA-2017-157833,KD-16345,OFF-BI-10001721,82,2017-06-17,2017-06-20,3,51.31,3.0,0.2,17.96
CA-2016-149223,ER-13855,OFF-AP-10000358,99,2016-09-06,2016-09-11,2,77.88,6.0,0.0,22.59
CA-2016-158568,RB-19465,OFF-PA-10003256,67,2016-08-29,2016-09-02,2,64.62,7.0,0.2,22.62
CA-2016-158568,RB-19465,TEC-AC-10001767,67,2016-08-29,2016-09-02,2,95.98,3.0,0.2,-10.8
CA-2016-158568,RB-19465,OFF-BI-10002609,67,2016-08-29,2016-09-02,2,1.79,3.0,0.8,-3.04
CA-2016-129903,GZ-14470,OFF-PA-10004040,87,2016-12-01,2016-12-04,1,23.92,4.0,0.0,11.72
US-2015-156867,LC-16870,TEC-AC-10001552,104,2015-11-13,2015-11-17,2,238.9,6.0,0.2,-26.88
US-2015-156867,LC-16870,FUR-FU-10004006,104,2015-11-13,2015-11-17,2,102.36,3.0,0.2,-3.84
US-2015-156867,LC-16870,OFF-BI-10002794,104,2015-11-13,2015-11-17,2,36.88,3.0,0.7,-25.82
CA-2017-119004,JM-15250,TEC-AC-10003499,107,2017-11-23,2017-11-28,2,74.11,8.0,0.2,17.6
CA-2017-119004,JM-15250,TEC-PH-10002844,107,2017-11-23,2017-11-28,2,27.99,1.0,0.2,2.1
CA-2017-119004,JM-15250,OFF-AR-10000390,107,2017-11-23,2017-11-28,2,3.3,1.0,0.2,1.07
CA-2015-129476,PA-19060,TEC-AC-10000844,110,2015-10-15,2015-10-20,2,339.96,5.0,0.2,67.99
CA-2017-146780,CV-12805,FUR-FU-10001934,111,2017-12-25,2017-12-30,2,41.96,2.0,0.0,10.91
CA-2016-128867,CL-12565,OFF-AR-10000380,112,2016-11-03,2016-11-10,2,75.96,2.0,0.0,22.79
CA-2016-128867,CL-12565,OFF-BI-10003981,112,2016-11-03,2016-11-10,2,27.24,6.0,0.0,13.35
CA-2014-115259,RC-19960,OFF-FA-10000621,114,2014-08-25,2014-08-27,1,40.1,14.0,0.2,14.53
CA-2014-115259,RC-19960,OFF-EN-10002600,114,2014-08-25,2014-08-27,1,4.72,2.0,0.2,1.65
CA-2014-115259,RC-19960,OFF-PA-10004965,114,2014-08-25,2014-08-27,1,23.98,3.0,0.2,7.49
CA-2014-115259,RC-19960,OFF-EN-10002504,114,2014-08-25,2014-08-27,1,130.46,6.0,0.2,44.03
CA-2015-110457,DK-13090,FUR-TA-10001768,14,2015-03-02,2015-03-06,2,787.53,3.0,0.0,165.38
US-2015-136476,GG-14650,OFF-BI-10003650,119,2015-04-05,2015-04-10,2,157.79,1.0,0.7,-115.72
CA-2016-103730,SC-20725,FUR-FU-10002157,120,2016-06-12,2016-06-15,3,47.04,3.0,0.0,18.35
CA-2016-103730,SC-20725,OFF-BI-10003910,120,2016-06-12,2016-06-15,3,30.84,4.0,0.0,13.88
CA-2016-103730,SC-20725,OFF-ST-10000777,120,2016-06-12,2016-06-15,3,226.56,6.0,0.0,63.44
CA-2016-103730,SC-20725,OFF-EN-10002500,120,2016-06-12,2016-06-15,3,115.02,9.0,0.0,51.76
CA-2016-103730,SC-20725,TEC-PH-10003875,120,2016-06-12,2016-06-15,3,68.04,7.0,0.0,19.73
US-2014-152030,AD-10180,FUR-CH-10004063,38,2014-12-26,2014-12-28,1,600.56,3.0,0.3,-8.58
US-2014-134614,PF-19165,FUR-TA-10004534,126,2014-09-20,2014-09-25,2,617.7,6.0,0.5,-407.68
US-2017-107272,TS-21610,OFF-BI-10003274,127,2017-11-05,2017-11-12,2,2.39,2.0,0.7,-1.83
US-2017-107272,TS-21610,OFF-ST-10002974,127,2017-11-05,2017-11-12,2,243.99,7.0,0.2,30.5
US-2016-125969,LS-16975,FUR-CH-10001146,63,2016-11-06,2016-11-10,1,81.42,2.0,0.2,-9.16
US-2016-125969,LS-16975,FUR-FU-10003773,63,2016-11-06,2016-11-10,1,238.56,3.0,0.0,26.24
US-2017-164147,DW-13585,TEC-PH-10002293,114,2017-02-02,2017-02-05,3,59.97,5.0,0.4,-11.99
US-2017-164147,DW-13585,OFF-PA-10002377,114,2017-02-02,2017-02-05,3,78.3,2.0,0.2,29.36
US-2017-164147,DW-13585,OFF-FA-10002780,114,2017-02-02,2017-02-05,3,21.46,9.0,0.2,6.97
CA-2016-145583,LC-16885,OFF-PA-10001804,134,2016-10-13,2016-10-19,2,20.04,3.0,0.0,9.62
CA-2016-145583,LC-16885,OFF-PA-10001736,134,2016-10-13,2016-10-19,2,35.44,1.0,0.0,16.66
CA-2016-145583,LC-16885,OFF-AR-10001149,134,2016-10-13,2016-10-19,2,11.52,4.0,0.0,3.46
CA-2016-145583,LC-16885,OFF-FA-10002988,134,2016-10-13,2016-10-19,2,4.02,2.0,0.0,1.97
CA-2016-145583,LC-16885,OFF-BI-10004781,134,2016-10-13,2016-10-19,2,76.18,3.0,0.2,26.66
CA-2016-145583,LC-16885,OFF-SU-10001218,134,2016-10-13,2016-10-19,2,65.88,6.0,0.0,18.45
CA-2016-145583,LC-16885,FUR-FU-10001706,134,2016-10-13,2016-10-19,2,43.12,14.0,0.0,20.7
CA-2016-110366,JD-15895,FUR-FU-10004848,24,2016-09-05,2016-09-07,1,82.8,2.0,0.2,10.35
CA-2017-106180,SH-19975,OFF-AR-10000940,82,2017-09-18,2017-09-23,2,8.82,3.0,0.0,2.38
CA-2017-106180,SH-19975,OFF-EN-10004030,82,2017-09-18,2017-09-23,2,10.86,3.0,0.0,5.1
CA-2017-106180,SH-19975,OFF-PA-10004327,82,2017-09-18,2017-09-23,2,143.7,3.0,0.0,68.98
CA-2017-155376,SG-20080,OFF-AP-10001058,145,2017-12-22,2017-12-27,2,839.43,3.0,0.0,218.25
CA-2015-110744,HA-14920,OFF-ST-10003656,146,2015-09-07,2015-09-12,2,671.93,7.0,0.0,20.16
CA-2014-110072,MG-17680,FUR-FU-10000521,147,2014-10-22,2014-10-28,2,93.89,4.0,0.2,12.91
CA-2016-114489,JE-16165,TEC-PH-10000215,148,2016-12-05,2016-12-09,2,384.45,11.0,0.0,103.8
CA-2016-114489,JE-16165,TEC-PH-10001448,148,2016-12-05,2016-12-09,2,149.97,3.0,0.0,6.0
CA-2016-114489,JE-16165,FUR-CH-10000454,148,2016-12-05,2016-12-09,2,1951.84,8.0,0.0,585.55
CA-2016-114489,JE-16165,OFF-BI-10002735,148,2016-12-05,2016-12-09,2,171.55,5.0,0.0,80.63
CA-2016-158834,TW-21025,OFF-AP-10000326,152,2016-03-13,2016-03-16,3,157.92,5.0,0.2,17.77
CA-2016-158834,TW-21025,TEC-PH-10001254,152,2016-03-13,2016-03-16,3,203.18,2.0,0.2,15.24
CA-2015-124919,SP-20650,OFF-PA-10001950,154,2015-05-31,2015-06-02,3,58.38,7.0,0.0,26.27
CA-2015-124919,SP-20650,OFF-PA-10002254,154,2015-05-31,2015-06-02,3,105.52,4.0,0.0,48.54
CA-2015-124919,SP-20650,OFF-ST-10001590,154,2015-05-31,2015-06-02,3,80.88,6.0,0.0,21.03
CA-2015-118948,NK-18490,OFF-AR-10001547,157,2015-05-28,2015-06-03,2,6.63,3.0,0.0,1.79
CA-2014-104269,DB-13060,FUR-CH-10004063,158,2014-03-01,2014-03-06,1,457.57,2.0,0.2,51.48
CA-2016-114104,NP-18670,OFF-LA-10002475,159,2016-11-20,2016-11-24,2,14.62,2.0,0.0,6.87
CA-2016-114104,NP-18670,TEC-PH-10004536,159,2016-11-20,2016-11-24,2,944.93,7.0,0.0,236.23
CA-2016-162733,TT-21070,OFF-PA-10002751,161,2016-05-11,2016-05-12,3,5.98,1.0,0.0,2.69
CA-2015-119697,EM-13960,TEC-AC-10003657,162,2015-12-28,2015-12-31,1,54.38,2.0,0.2,1.36
CA-2016-154508,RD-19900,OFF-EN-10001990,163,2016-11-16,2016-11-20,2,28.4,5.0,0.0,13.35
CA-2016-113817,MJ-17740,OFF-BI-10004002,158,2016-11-07,2016-11-11,2,27.68,2.0,0.2,9.69
CA-2014-139892,BM-11140,OFF-AR-10004441,165,2014-09-08,2014-09-12,2,9.94,3.0,0.2,2.73
CA-2014-139892,BM-11140,TEC-MA-10000822,165,2014-09-08,2014-09-12,2,8159.95,8.0,0.4,-1359.99
CA-2014-139892,BM-11140,OFF-ST-10000991,165,2014-09-08,2014-09-12,2,275.93,3.0,0.2,-58.63
CA-2014-139892,BM-11140,FUR-CH-10004287,165,2014-09-08,2014-09-12,2,1740.06,9.0,0.3,-24.86
CA-2014-139892,BM-11140,OFF-AR-10002656,165,2014-09-08,2014-09-12,2,32.06,6.0,0.2,6.81
CA-2014-139892,BM-11140,OFF-AP-10002518,165,2014-09-08,2014-09-12,2,177.98,5.0,0.8,-453.85
CA-2014-139892,BM-11140,TEC-PH-10003931,165,2014-09-08,2014-09-12,2,143.98,3.0,0.2,9.0
CA-2014-118962,CS-12130,OFF-PA-10000659,63,2014-08-05,2014-08-09,2,20.94,3.0,0.0,9.84
CA-2014-118962,CS-12130,OFF-PA-10001144,63,2014-08-05,2014-08-09,2,110.96,2.0,0.0,53.26
CA-2014-118962,CS-12130,FUR-CH-10003817,63,2014-08-05,2014-08-09,2,340.14,7.0,0.2,21.26
US-2014-100853,JB-15400,OFF-AP-10000891,85,2014-09-14,2014-09-19,2,52.45,2.0,0.8,-131.12
US-2014-100853,JB-15400,OFF-LA-10003148,85,2014-09-14,2014-09-19,2,20.16,4.0,0.2,6.55
US-2017-152366,SJ-20500,OFF-AP-10002684,177,2017-04-21,2017-04-25,1,97.26,4.0,0.8,-243.16
US-2015-101511,JE-15745,FUR-CH-10004698,147,2015-11-21,2015-11-23,1,396.8,7.0,0.3,-11.34
US-2015-101511,JE-15745,OFF-SU-10002189,147,2015-11-21,2015-11-23,1,15.88,5.0,0.2,-3.77
CA-2015-137225,JK-15640,OFF-AR-10001940,71,2015-12-15,2015-12-19,2,3.28,1.0,0.0,1.41
CA-2014-166191,DK-13150,OFF-ST-10003455,181,2014-12-05,2014-12-09,1,24.82,2.0,0.2,1.86
CA-2014-166191,DK-13150,TEC-AC-10004659,181,2014-12-05,2014-12-09,1,408.74,7.0,0.2,76.64
CA-2014-158274,RM-19675,TEC-PH-10003273,183,2014-11-19,2014-11-24,1,503.96,4.0,0.0,131.03
CA-2014-158274,RM-19675,TEC-PH-10004896,183,2014-11-19,2014-11-24,1,149.95,5.0,0.0,41.99
CA-2014-158274,RM-19675,TEC-AC-10002345,183,2014-11-19,2014-11-24,1,29.0,2.0,0.0,7.25
CA-2016-105018,SK-19990,OFF-BI-10001890,186,2016-11-28,2016-12-02,2,7.16,2.0,0.0,3.44
CA-2014-123260,FM-14290,TEC-AC-10002323,6,2014-08-26,2014-08-30,2,176.8,8.0,0.0,22.98
CA-2016-157000,AM-10360,OFF-ST-10001328,188,2016-07-16,2016-07-22,2,37.22,3.0,0.2,3.72
CA-2016-157000,AM-10360,OFF-PA-10001950,188,2016-07-16,2016-07-22,2,20.02,3.0,0.2,6.26
CA-2015-102281,MP-17470,FUR-BO-10002613,111,2015-10-12,2015-10-14,3,899.14,4.0,0.2,112.39
CA-2015-102281,MP-17470,TEC-PH-10001552,111,2015-10-12,2015-10-14,3,71.76,6.0,0.0,20.09
CA-2015-102281,MP-17470,OFF-PA-10000061,111,2015-10-12,2015-10-14,3,51.84,8.0,0.0,24.88
CA-2015-102281,MP-17470,FUR-BO-10002545,111,2015-10-12,2015-10-14,3,626.35,3.0,0.2,46.98
CA-2015-102281,MP-17470,OFF-AR-10003514,111,2015-10-12,2015-10-14,3,19.9,5.0,0.0,6.57
CA-2015-131457,MZ-17515,OFF-EN-10001509,195,2015-10-31,2015-11-06,2,14.28,7.0,0.0,6.71
CA-2014-140004,CB-12025,OFF-AR-10004685,196,2014-03-21,2014-03-25,2,7.41,2.0,0.2,1.2
CA-2014-140004,CB-12025,OFF-AR-10004027,196,2014-03-21,2014-03-25,2,6.05,3.0,0.2,1.59
CA-2017-107720,VM-21685,OFF-ST-10001414,198,2017-11-06,2017-11-13,2,46.26,3.0,0.0,12.03
US-2017-124303,FH-14365,OFF-BI-10000343,199,2017-07-06,2017-07-13,2,2.95,2.0,0.7,-2.26
US-2017-124303,FH-14365,OFF-PA-10002749,199,2017-07-06,2017-07-13,2,16.06,3.0,0.2,5.82
CA-2017-105074,MB-17305,OFF-PA-10002666,201,2017-06-24,2017-06-29,2,21.74,3.0,0.2,6.8
CA-2014-133690,BS-11755,FUR-TA-10004289,202,2014-08-03,2014-08-05,3,218.75,2.0,0.5,-161.88
CA-2014-133690,BS-11755,OFF-AP-10003622,202,2014-08-03,2014-08-05,3,2.6,1.0,0.2,0.29
US-2017-116701,LC-17140,OFF-AP-10003217,204,2017-12-17,2017-12-21,1,66.28,2.0,0.8,-178.97
CA-2017-126382,HK-14890,FUR-FU-10002960,205,2017-06-03,2017-06-07,2,35.17,7.0,0.2,9.67
CA-2017-108329,LE-16810,TEC-PH-10001918,206,2017-12-09,2017-12-14,2,444.77,4.0,0.2,44.48
CA-2017-135860,JH-15985,OFF-ST-10000642,207,2017-12-01,2017-12-07,2,83.92,4.0,0.0,5.87
CA-2017-135860,JH-15985,TEC-PH-10001700,207,2017-12-01,2017-12-07,2,131.98,2.0,0.0,35.63
CA-2017-135860,JH-15985,OFF-BI-10003274,207,2017-12-01,2017-12-07,2,15.92,4.0,0.0,7.48
CA-2017-135860,JH-15985,OFF-FA-10000134,207,2017-12-01,2017-12-07,2,52.29,9.0,0.0,16.21
CA-2017-135860,JH-15985,OFF-ST-10001522,207,2017-12-01,2017-12-07,2,91.99,1.0,0.0,3.68
CA-2015-101007,MS-17980,TEC-AC-10001266,204,2015-02-09,2015-02-13,1,20.8,2.0,0.2,6.5
CA-2015-146262,VW-21775,OFF-LA-10004544,213,2015-01-02,2015-01-09,2,23.68,2.0,0.2,8.88
CA-2015-146262,VW-21775,FUR-BO-10004695,213,2015-01-02,2015-01-09,2,452.45,5.0,0.5,-244.32
CA-2015-146262,VW-21775,TEC-PH-10002844,213,2015-01-02,2015-01-09,2,62.98,3.0,0.4,-14.7
CA-2015-146262,VW-21775,TEC-MA-10000864,213,2015-01-02,2015-01-09,2,1188.0,9.0,0.7,-950.4
CA-2015-146262,VW-21775,TEC-AC-10000109,213,2015-01-02,2015-01-09,2,89.58,2.0,0.2,4.48
CA-2016-130162,JH-15910,OFF-ST-10001328,6,2016-10-28,2016-11-01,2,93.06,6.0,0.0,26.06
CA-2016-130162,JH-15910,TEC-PH-10002563,6,2016-10-28,2016-11-01,2,302.38,3.0,0.2,22.68
CA-2015-169397,JB-15925,OFF-FA-10000585,220,2015-12-24,2015-12-27,3,5.58,2.0,0.2,1.81
CA-2015-169397,JB-15925,OFF-PA-10004000,220,2015-12-24,2015-12-27,3,22.7,6.0,0.2,8.23
CA-2015-169397,JB-15925,OFF-BI-10002852,220,2015-12-24,2015-12-27,3,19.78,4.0,0.7,-13.84
CA-2015-169397,JB-15925,FUR-FU-10000087,220,2015-12-24,2015-12-27,3,72.7,4.0,0.2,19.08
CA-2015-169397,JB-15925,TEC-MA-10001148,220,2015-12-24,2015-12-27,3,479.99,4.0,0.7,-383.99
CA-2015-169397,JB-15925,OFF-AR-10001958,220,2015-12-24,2015-12-27,3,27.17,2.0,0.2,2.72
CA-2015-163055,DS-13180,OFF-AR-10001026,226,2015-08-09,2015-08-16,2,2.2,1.0,0.0,0.97
CA-2015-163055,DS-13180,FUR-TA-10003748,226,2015-08-09,2015-08-16,2,622.45,5.0,0.0,136.94
CA-2015-163055,DS-13180,OFF-ST-10002485,226,2015-08-09,2015-08-16,2,21.98,1.0,0.0,0.22
US-2015-145436,VD-21670,FUR-CH-10004860,229,2015-02-28,2015-03-04,2,161.57,2.0,0.2,-28.27
US-2015-145436,VD-21670,FUR-CH-10004477,229,2015-02-28,2015-03-04,2,389.7,8.0,0.2,43.84
US-2014-156216,EA-14035,OFF-BI-10001679,107,2014-09-13,2014-09-17,2,18.65,7.0,0.7,-12.43
